"original_path","file_type","file_size","sha256","category_guess"
"addintional info to add\agent-skills-main\skills\react-view-transitions\AGENTS.md",".md","32301","847E68771417AF6CFFD9D3ECD4C9412DAE1B2BDA559912681E17D5D9AA8DA435","AI Agents"
"addintional info to add\agent-skills-main\skills\react-view-transitions\metadata.json",".json","852","B1A5AE09F3904DC83DAB79F518D033BD98F1E2F55CAABFDB5BEEEAAF0CA5E4C2","AI Agents"
"addintional info to add\agent-skills-main\skills\react-view-transitions\README.md",".md","2098","5679D93A30C29D0FCF27FD3F2545043166A9AC622C9C97E47ECFD6FF74EFA0BA","AI Agents"
"addintional info to add\agent-skills-main\skills\react-view-transitions\SKILL.md",".md","12504","8C4C0F8B5581EF473FBF388B2DF7D13E02D418AB2150A912B9B7EAFDF4B76A01","AI Agents"
"addintional info to add\agent-skills-main\skills\react-view-transitions\references\css-recipes.md",".md","5226","C75E195A3C80FE12BE65A0FF439BB80BB06A5629A1850208C4CF220C60339102","AI Agents"
"addintional info to add\agent-skills-main\skills\react-view-transitions\references\implementation.md",".md","10165","F6E3BCA5BECF7B08ABC00DDC1CA3B7D139BCD02A92CD65E5424C20373BB99393","AI Agents"
"addintional info to add\agent-skills-main\skills\react-view-transitions\references\nextjs.md",".md","5876","CD8116E3D2730D16E7271857B9C7DA334FAA3BD97B49F70F33C92CF92594BCA5","AI Agents"
"addintional info to add\agent-skills-main\skills\react-view-transitions\references\patterns.md",".md","8347","C2B4657B3DFE1524BF374DD94F851874A47AFD4BE62E6423A779EF9DA87539E3","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-cli-with-tokens\SKILL.md",".md","10476","C06BEA99E75EAB07FDE4FAE26069BAA002F82F39B53F07981704C2901551DD4C","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\AGENTS.md",".md","1964","922A35993FFD98C923D61FA3D7A722BC1BC17466EA1E0B5828F67DE21FBB0E7A","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\CONTRIBUTING.md",".md","2224","4A3C6695F23ADA3228582F1062509545DBAD485E5011434C12B7DDD81BF1370A","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\metadata.json",".json","903","9345B92CBF784B3191A059A516781F0589A688955570B273EB61348E53D93E13","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\README.md",".md","4471","4EBB0AE7C6A2C8CFE7ED8AD26A6BEE0BE99D8682BE331D9D28C1CB81AD3718D0","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\SKILL.md",".md","17311","E2C55EEAB3A52B13A61140BD83C22E51152883E541CA87DC0C8CC546C43BE9BB","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\auth-route.mjs",".mjs","807","C06A222BCCD2C57B418B1D935D73F5B81297DAC8533C004EC5BB4027CEC3307A","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\budget-summary.mjs",".mjs","7145","8662A2914940B8C548BE164C09CE7706EA261549FB61147D2A7A13AF1E3337CC","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\citations.mjs",".mjs","4029","41A1BAFA7ADDC4B39D144491F178A159CC23FF779B4803F2C152FE579209B384","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\cost-coverage.mjs",".mjs","8628","483B0F03F5DB08E15388E1C047FFAD414BB132BB3CE48418DEFC0D9A70A20E44","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\dedup-recs.mjs",".mjs","10151","5FC631C1F56EEA8BF8C59AFB773511D9A8F42D29574FA14F03ABB60C881206CC","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\deep-dive.mjs",".mjs","10458","C86C5ED224C00C2E72A54EEF16260B8E7237302A7E69E47310077EAE7F65CED1","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\display-labels.mjs",".mjs","7433","C193890D1AD8DAD8F17F82ED70103ABF745B01983B2919D835A99B1B033EB8F9","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\extract-claims.mjs",".mjs","18265","4B0684849418DE07750A405BC0943D75FE2B098DEBED3257C0FD80D17BDEE6D5","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\framework-support.mjs",".mjs","2126","ED8EF73604D5BD91F4AEA6FB0DE465079474E00299C23BBDBA8B04DD70545364","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\grade-recommendation.mjs",".mjs","6887","E06008677DD1C6A27D767636356B6A68F357A3122B57ADCA3238BD2CA7576C38","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\impact-label.mjs",".mjs","5344","4D55BAAE79025BFA43B829FF291019BB6A1F6D015C72DD44612D8E3AFEB60B9F","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\impact-magnitude.mjs",".mjs","2172","A87CEC394F9D853DA43E633E8CE2CB9F1F62FB2AE7DD6A58F542A5E7024B2C5B","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\investigation-brief.mjs",".mjs","34693","E3C1536C8B9EDF32FFA707DC140A3CC12FAF24E6C36BFEFA9D005E3C86452B21","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\project-facts.mjs",".mjs","4351","8F33FDA5D937458038D96E4A97DD19BF73E5B10A33724B6C6ADBCD879A33E3FA","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\queries.mjs",".mjs","10338","A747292C7BBC69A245799F846C6D081DF44506C5C8E3D245B610C0F32EDCEA69","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\reconcile-candidates.mjs",".mjs","15966","4E02DBC4FBA1834192F018B05E9D42723FDA13DBECF26A7CC09EACBFE1925B75","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\render-report.mjs",".mjs","36377","A2DB40F7CEB09BE9ACA0A6148E6F97EB9AC701DA8D423D440F618D7EE2407F4A","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\repo-root.mjs",".mjs","3135","77CE8277FA444DEA77CB10C17E7A0D2DB98A6CBEA6E2DF0FA2FF01372B52EB0C","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\route-normalize.mjs",".mjs","8590","A2E39B3F653695392F096C1B385E31A9B1452714DE4908C1D0E6604626274B5D","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\support-topics.mjs",".mjs","12836","C9AC60070DF4E6707299DA5AB0D72A9853659DDFCFD4DCA29F5803EF3CE41840","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\throttle.mjs",".mjs","8992","1D09D586071838152FE28882CD65F508A508ECD99B59187C84F27B908CC18017","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\util.mjs",".mjs","544","431EB675F0A658E19A1B08CDB064E19F96A62D42A35C5F4D962756C8CF97D523","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\vercel.mjs",".mjs","28284","77B476EC454C097AC02760ACF021C22821390FC0013FE9357E45BB2692F18DF2","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\verify-claim.mjs",".mjs","56309","31D6D18623B963F000AE697C232E13A4829E8BEAF7B08D100295B3FF8195E7BD","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\workspace-resolver.mjs",".mjs","17545","9DA10F288418475AB871B5430DE38D4B97441794373721844CB540E40986E74C","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\build-minutes-fanout.mjs",".mjs","3016","C088AB1F91AF8B4E86E8F3F3210C7B625757A3699BD5818C905F66ADE92064B1","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\cold-start.mjs",".mjs","2797","40023AAE34EBC37DF1382C7C4C00EFC3864B2C11A8C9EE8CF05F371762680300","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\contract.mjs",".mjs","3143","E0BD012B53B6A70684279A3AD58598F5A1F79698D0E521D0E9D0994E87B3AE65","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\cwv-poor.mjs",".mjs","3372","17AB4AE24B5D0220D941215DB8544BED68C1AF02E6D5D7ABA4FF077A46675FBB","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\external-api-slow.mjs",".mjs","2173","12CE4F0CF906E5631170A58307758F095069D3051C16F64DDEEC00BB99A66DC9","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\hard-gates.mjs",".mjs","2543","B31D94495E20721B8CE825BDE073BA9A32C14063B0CC711E23E2582FB0EBD677","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\index.mjs",".mjs","2066","D473DFCE777F68430D2B68836EFB184152A59DA97D3B06D37A6F618C7D4C59A6","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\isr-overrevalidation.mjs",".mjs","2442","333D2DC8523D5850FDDB5C13CD78FE62C0838FFD627C41B374804DCA26CC63C6","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\middleware-heavy.mjs",".mjs","2085","1AD98BC73BE97254D6131707ED93C72262C071E54CE071A392549DF33D0D7AE7","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\observability-events-attribution.mjs",".mjs","2255","8E465217257C771C0BE8580C1B9ABCF1DEFD26E5A70C9559DC10F4CC45527C52","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\platform-bot-protection.mjs",".mjs","5089","0124CD71876616F7DE741D962FF4CBCB79A78654A3026372A18195E2FF99294B","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\platform-fluid-compute.mjs",".mjs","3630","DE81279134BEF9499F1CBE2F38D06BB5CAA968DAA5438F09C9BAD0D2F27EFA96","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\region-misconfig.mjs",".mjs","3101","0B3976CD50A9FB54601C60AD27C62B64AA7A4EEB338AF4226B618AE1D5A9CC4A","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\route-errors.mjs",".mjs","3101","A32A29B683557409B351DA84E45AB316818F8A90C5AF380BA7EFC5366C03129F","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\scanner-driven.mjs",".mjs","5191","485313169D009DED7BDB1E4083150919E77EB4373AFF0252CD5C0C235F2E8F3B","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\select-candidates.mjs",".mjs","4703","BDE0714BE600905CAAAA99991D37C31DF9E6775B8A107EE2DF5EB63FFA9D1E11","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\slow-route.mjs",".mjs","4384","B0D330E4244BD3D2E240F6398EAD4B235BB69B72FE585771CDE4F11AE8726148","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\types.d.ts",".ts","893","097EA533204446CCC18798FC01656577DF8B864C24B0EDA4C66EBC913FA36F31","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\uncached-route.mjs",".mjs","3963","C4F89FA083F13A9360DD5EC6B45B39DB3F480C797193C590BF131F53463388CB","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\gates\usage-spike-triage.mjs",".mjs","5095","B8F84B57FE9D41323467C765EF9DA4893B0CAC6EEE31603179CD8CB77FFD7BE3","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\bot-protection-certainty.mjs",".mjs","1908","427DBC348547BEED7A750755A718B3747D93BD9B6CD1208D9751BEBB86E140A1","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\cache-tag-invalidation-certainty.mjs",".mjs","1522","31AEC0481E996FD2A9A546C792FF17223747C850806405B2EE3CB95C40E296C0","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\count-correct.mjs",".mjs","1956","CF427876A8C64D9591D89DA727A2D4CEC9DC0DCD717FFBA3F82BE52C38C73DE3","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\function-duration-invocations.mjs",".mjs","1470","C745BC90E67722F8584D3D426F28CCC4701504A635DD966CDB8F487EE79EB7B3","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\index.mjs",".mjs","3053","99BABB880C7D5E7AC209E7EB1BF26F2AE9AC5A795062D01E15D76C57055247BF","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\middleware-conflict.mjs",".mjs","1586","89FAE25E31662ED7F31FEF973E7B969271FC061839112ADABF253A3E87380B97","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\missing-citation.mjs",".mjs","497","431EC0944239D4477556A23808733298ECD5BDFB4A810AB887B83F0266EB5904","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\pre-release.mjs",".mjs","2224","DCE1475FD392D245BD4A48E1280C2F0A00FC4DEA96CD9F40E4D260FDC0BF5940","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\rate-limit.mjs",".mjs","2655","42B2A3ECB07443AB5AEB881AB6DEA31A92F767B73697FD0529E877084657629C","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\rendering-mode-mislabel.mjs",".mjs","1670","410C60D8F71250D8B443384098F02869E7A1B4D9DCB3E3CA384CA3B875648788","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\undeclared-dep.mjs",".mjs","2833","BC2A483311A2C44103B15D9498B5D303101724454C114907D23DE6D7725E8769","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\vercel-directive-strip.mjs",".mjs","1460","B94A6FCD0A03358DCB853B04A392B0946D8A07D8619E86B562B8B38A6CFFAC85","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\sanitizers\window-units.mjs",".mjs","869","F7823F1C4705166C313107571F048FD4E7FA160CB982DCBFE07D936AB4CB5A3B","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\cache-components-suspense-dedupe.mjs",".mjs","4367","CA4C643A30B76DF0E8728F8B8854167483F746A9D45AAFB467C3BEC9125B7878","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\edge-heavy-import.mjs",".mjs","3740","0FAACF202542CC6EA37290377A61E9C34A84D3D9439822CD7DF09D450FF663A3","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\force-dynamic.mjs",".mjs","1586","5F378119F8E6D1961CDE57DCD6CCD193CC4A9713068D4828CA4EEE724B15095D","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\headers-in-page.mjs",".mjs","1537","84F72DCD79631561FA54F6A5128337B6B9317BC9B7C720B709078CF0C2758E7D","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\index.mjs",".mjs","1458","9443D7E055A4B8368973C027B739742BBF5E98DE4DBC5078C4CD7FB2677AEEB9","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\large-static-asset.mjs",".mjs","3279","5EE29065AE96B7AFF236DD3EA9766765A7C48E1BD95008E261837AE42932B783","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\max-age-without-s-maxage.mjs",".mjs","1629","EC722B65530F428232F2B501F5F52E427CD7218C51CCEB4783B5F7B03C3AD577","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\middleware-broad-matcher.mjs",".mjs","1986","E41E07C4FB8D0B6776E5F27609E719AE42C1644B7ADCFA2DC1ABC90A511C0492","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\missing-cache-headers.mjs",".mjs","3922","CC4CCEA4C4F1D8594A97B18CA39B5212060FAA3306DCCDEA0B2C7645D3F3CF8A","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\prisma-include-tree.mjs",".mjs","1585","AB107E2732CA1873B4E4CE974E9C08B6EBDE83A8F96675B96087213B16AA901E","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\region-pin-in-config.mjs",".mjs","3448","906F33C344C98910F1148C86A9C5CD5CFBAF84CC8C06D02E3EB257ECD639B0D3","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\source-maps-production.mjs",".mjs","1300","F9AB9CF88A22A4C0FA32F73AC39243B6F61A868B81CA55F804D8C33A9341013C","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\sveltekit-prerender-missing.mjs",".mjs","2127","FF5380FA9D8A3E77D8FF430E1B7866A0890B50D163BCC2A599F0B30238947999","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\turbo-force-bypass.mjs",".mjs","4974","B84A7774F18E1EA86CB19335FD41324B89635CCB43B75F31E0218516FD9363D2","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\unoptimized-image.mjs",".mjs","4516","F2049C073B769838E33F6110F8F139CACD1E8B8A01EDA1473EBED0A14EC64B4F","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\lib\scanners\use-cache-date-stamp.mjs",".mjs","4040","2D04ABD40B888E8C16BCCEE92DC3423AB86B109551CFAB8807367D9CC8CA0878","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\candidates.md",".md","8510","1E04722B3924A11A774D87ABBF35070CDF480AD02C8487F97A3DD69BB46B59AF","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\data-collection.md",".md","20925","DBC013DFC59C29F38F279FBBB422F19D7CC1BA37D17EE02D9C64EA6CB594BD22","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\docs-library.json",".json","31203","F950B11F2C9C4A767AD97CCFCEE996BCB1E8EEAAAB5824920036A436847E96C1","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\doctrine.md",".md","9512","4A7EAC752141410D134FEBE786C4B51F4723A55026A5638C38FCB492A1D86DF4","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\observability-plus.md",".md","5329","86B6F6D5BD7F4B9827F70505705ED0F875A0EF2E2CDB85653F0E09F825393333","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\recommendations.md",".md","10791","350983F1CB656C779A160CDB48AB85C4559C70E830D8D4DFFD17FD925C52C46A","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\scanner-patterns.md",".md","13671","E160869045F6456D10BD4F1FDEFF76D42D8B3E0C50A7212A607603589798BCAA","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\scoring.md",".md","11551","55D1973C24B238288453B2711BD10EDBA4D16B8E5A2D6C275751E2026BC40FEE","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\verification.md",".md","8456","24AFAC86FF10BB4488913B50F07236AF65DE17F98B4CA0514A6F0EDF24DB9520","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\voice.md",".md","3731","1BD89B7F12F8CE912D0381B9CA7C251F8183F69BAE0ABF0021391E8397DFEF11","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\playbooks\ai-application.md",".md","3933","E9E353A3F7D5C576E14893EBB0E1EDDAA90EE986F0EF3D9EDB3BE73A2E947AC9","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\playbooks\api-service.md",".md","2485","F90E2D558EA697DC06F05794AD47770F379E3268321AB8A6A642ABD7F2FA7ED3","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\playbooks\content-site.md",".md","2502","9D4B1A7D1C6EB6F58E94C5DF5DC8264C5BD6C877F045C7C81228924CBADC9D37","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\playbooks\ecommerce.md",".md","2737","F44707FAC676E67DE04B7DDB2F78BC806F286CD324D05D990641ACEF3097A0E9","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\playbooks\marketing.md",".md","2675","B7E0ED3DE01E95F7776891B6A63E0D2929B066C61CCD9B8AC012B42CBC3E4A19","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\playbooks\README.md",".md","2812","9B699BB8D2436B089CED036780CBC108502F3713B15F83440FD042E393487CF3","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\playbooks\saas.md",".md","2896","F23B518DD7C369144813F80ABE6EBA3E762DB3B737B3271BB8B887307FCEC387","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\playbooks\sveltekit.md",".md","4019","32DB0A70F1217C2E3F750EF5E5671DA54A07A510369307E38877E3FD3AD21767","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\astro-edge-middleware-scope.md",".md","1012","80586E0B110749F2CDD6E56635D6CD88082230B9BD11A8E388EC6D3B280BC65D","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\astro-output-mode-and-isr.md",".md","1135","6137553E35076795F6C0851B0E93D4686CF937930D35B284567DA7C0EDFE35BA","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\auth-preserving-parallelization.md",".md","1203","34CFD687CC106EF15696B8F1F155C30F635234E29F3C4DB087193C3C2C3C4BAC","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\bot-protection-product-guardrails.md",".md","1119","892D8F32DEB5BDED86863A513D3799BFD81DC4654AE4FDE5A264638CFD86755D","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\build-minutes-monorepo-fanout.md",".md","1269","1F54F0BA4D1B2AB873EB166CA2F1661D39B49E70253DEA8CE13A44C2B728BA85","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\cache-components-static-shell-boundaries.md",".md","1162","664A13CED4E985E9B12BDF6730FECCCFD79FB715BE2998A710068384A0AB4CC0","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\cache-components-suspense-dedupe-pitfall.md",".md","1380","212F1BEDF49C9A1E7AAC7745C5B19F57C486456D5E4EF9037FA9689F51930047","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\cdn-cache-auth-safety.md",".md","1068","5691CD39B3403EF939199C3B9B21E28CB447B2F8D2F6DEA6000064E5EF3FDFB5","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\cold-start-initialization-bundle.md",".md","1159","98961DF48EAC648E71C73B7DD53A215AC02AF62F0BFBC67A1AF335E66B8FB7C1","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\core-web-vitals-client-bottlenecks.md",".md","1037","05D84906BE0F1E26787E871C00CD563F18533A7B12D3383C5CB3557FE01EA768","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\database-egress-pooling-region.md",".md","1015","83FA0F1A3FF67B9F149BA39432834BBA88437DBDF09D6B5E7A5E3B552CEB473E","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\dynamic-rendering-traps.md",".md","1139","A075A13FC3C40D7D249051519CF2384497A34F3F4A207F757BF4343C3896FD64","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\external-api-critical-path-platform.md",".md","1145","02A7A7E3BA867973C9E45D565E69349CD44A5BDB9E00E6FBBF9C76EDD01516E5","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\external-api-critical-path.md",".md","978","DADE955CEBA21150590F8606B993881D6F6B20FEF32C147B77CE26D9E9931773","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\fast-data-transfer-payloads.md",".md","1050","D7DACA1A05D8F3157AAB22B97552247CB0A8F856F08FC49079FD76872F7A50FA","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\fluid-compute-caveats.md",".md","1125","3408A19B49A9723CFAC1B461BABE56DC414F0F1F7561BD7E6F4F7579AB26A13F","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\function-duration-io-and-after.md",".md","1027","693C07390D7CF8B4C0A0D0235176A5F452694D1553C33DB4FD385F76C94D307D","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\function-invocation-reduction.md",".md","1181","1E50E0E24299FC08AAF6B81D6673CE24C0BC250883C8ECC76E52D6D1DCA989A9","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\function-region-misconfiguration-ttfb.md",".md","1254","DD5013CF9BD5B3EE7383D3B9835BABC6A93B965E07B7093F48D53CE755510326","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\image-optimization-cost-control.md",".md","1071","1123F4712EC4A4FF057DADBEE25F7DE51BC8473862DBB398693F9C091336681C","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\isr-revalidation-static-generation.md",".md","1419","FAFC8585A02B2142B60289177B041D63E1280D1FDCCD38A2FAA2E89D7C1950CB","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\middleware-proxy-edge-cost.md",".md","991","D1C6F3B0F4ECF3C4D430C2AE3999C9485E8F2115E40D9BA973B637541A5A5F32","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\next-fetch-revalidate-floor.md",".md","1059","65897B4111C75457E1FBE16CE6F9716C5FD58365D8DEFAEB80B5EA0CA4F2A3B0","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\next-font-cls-self-hosting.md",".md","906","A06D7F692FC902F41A227F5ACB20D694E2D47C3098B1FBA354B5413E7DF32964","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\next-heavy-ui-lazy-load-boundaries.md",".md","1048","F48F1F61626AA313B3E08A6E43A5550BDDEF278F5C6AA4093B52BEE1E9E1D78B","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\next-image-lcp-preload-sizes.md",".md","1062","F176647780339CBD409897CBBAA8666F0DC7C301905651AD39B7FEB2A0696A89","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\next-route-handler-get-cache-defaults.md",".md","1072","2F7E29B85CC1A8A31DB214F59524035D3486C3A26C9FB9A39D62F3B834EE0F0C","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\next-script-third-party-strategy.md",".md","1051","413FB8DFDB561CCB5073C89B93C0E28420CFA5125BFF89317C699167C3B2F35A","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\nextjs-version-cache-semantics.md",".md","996","E8BF6E27E63841BB49C44E8D0E93D674866BA28F6217D41D5C4DE2B51178B8DC","AI Agents"
"addintional info to add\agent-skills-main\skills\vercel-optimize\references\support-topics\not-found-catchall-request-waste.md",".md","1273","88A9BF8EC200182534957603BDA8C3BCC8D9DCE8D884EA19C890994424827AB8","AI Agents"
