"original_path","file_type","file_size","sha256","category_guess"
"AGENTS.md",".md","4535","EB7AA0D64DD4B8D9794D69E19B4B9C87B8D01C257825640324638F836639C990","AI Agents"
"Build a Chrome Extension in 60 seconds (ytranscript.app).txt",".txt","1320","88C45B5C1CABB6F841E85244F187AFCADD42CB10359619035D0FC6886A7AF21A","Chrome Extensions"
"Chomedevpage.txt",".txt","75137","159546B3B93F07505A99FE0249B78CC0F084E674D99A322B840B979C50848BF5","Additional Resources"
"CLONE ANY WEBSITE IN MINUTES (FRONT & BACKEND)—NO CODING, NO BS, 3 TOOLS, 3 STEPS - TRAE - NETLI (ytranscript.app).txt",".txt","3647","B9D919BAF8749A7CBE588467B77CDCCA6A32D93AE9805AC17328D2BFEE5988EA","App Building and Distribution"
"Create Your First Chrome Extension (That Adds This Button to LinkedIn) (ytranscript.app).txt",".txt","8752","E8F6C4BF344F62A36BE8C077FD4CD5CA6A9091C5D5770B6C5F456D5801013815","Chrome Extensions"
"Harvard i-lab - Startup Secrets - Go to Market Strategies (ytranscript.app).txt",".txt","146007","B901177EF97CAAC63E8C1434FA21103631BC2C6B4107831E6DC8AE55DBD4D19C","SEO and Growth Marketing"
"How I Built It - $20K - Month Chrome Extension (ytranscript.app).txt",".txt","12546","39774046D2712591B6AAD5EBA983CC92F1A41BF8322AE73AB9C4FEEA1EA11D74","Chrome Extensions"
"How to Build a Chrome Extension from scratch using Vite, React and TypeScript (ytranscript.app).txt",".txt","12364","A5216C8664D15A8894883D03527FC2D53BC34C5F8CABFCBC70BDFBD3333BF831","Chrome Extensions"
"How to Create Your Chrome Extension Using AI (ytranscript.app).txt",".txt","6691","978CCBC3800B97AB1880BEE335EB357A77ED32EA380139955A64370F3CF172F8","Chrome Extensions"
"how-to-actually-think-like-a-graphic-designer.txt",".txt","11219","1B46D882D66FC2FFEEA68E6CA4E36B1C73C0FBF0B2C6813CCCCB48E224F8E740","App Design and UX"
"New Text Document (2).txt",".txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","Additional Resources"
"New Text Document.txt",".txt","7793867","EFF9B1070FDAA9CF1710A0A2A157D03B2C68F4C4D9911A75C83027CC27E4020D","Additional Resources"
"Value Props - Create a Product People Will Actually Buy (ytranscript.app).txt",".txt","89226","61F4A9B35A9144950C7EC7ECF9110E203DD4B5BA2352BC8D49F20733F4962C76","SEO and Growth Marketing"
"VideoTranscriber_100 Hours Testing Claude Code vs Antigravity (honest results).txt",".txt","34223","FD1EBC8F504F10689A93A88DA3809C358EA99941A25BAD4F7194C1A15373C5B9","Claude Code"
"VideoTranscriber_30 Years of Business Knowledge in 2hrs 26mins.txt",".txt","160386","BC608E15689CAD34DD9FD784F76DE2EF47CFB1D01D007EE613DC917A8DE982F6","Entrepreneurship and Startups"
"VideoTranscriber_4 levels of UI_UX design (and BIG mistakes to avoid).txt",".txt","12977","7C88795FF552C0F54F843A894D6E666E36492BAC10C2097797EFBCAF3D0ADE85","App Design and UX"
"VideoTranscriber_6 Tips on Being a Successful Entrepreneur _ John Mullins _ TED.txt",".txt","14285","A24EC580827FA510FD103C9373FD25D584C29DACE61A81450986CFD51B549BC6","Entrepreneurship and Startups"
"VideoTranscriber_AI Coding 101_ Ultimate Prompt Guide (37 tips).txt",".txt","25728","09E83F436AA69E021696A794CA8B0A05C15A8C9C17074B3C170056834BB6FEF8","Prompting and Workflows"
"VideoTranscriber_AI-Assisted Coding Tutorial – OpenClaw, GitHub Copilot, Claude Code, CodeRabbit, Gemini CLI.txt",".txt","76706","FA7A472B3997C7188895C76943D8D5314472FBFD7081297284A1A12361AF3E79","Claude Code"
"VideoTranscriber_BEST WAY to read and understand code.txt",".txt","22392","600902CFE3EBB0FB7073AF163F12C48C3752601631521BF32FF319C931E63B85","Prompting and Workflows"
"VideoTranscriber_Codex Essentials – AI Assisted Agentic Development Course.txt",".txt","242375","2285DDF8A3C761D2B8A03FCB2F72A8028BA55522069CE290D2A8AF399E90EFA1","Entrepreneurship and Startups"
"VideoTranscriber_Codex Full Course 2026_ The NEW Best AI Coding Tool.txt",".txt","105783","736AF4A32C9FC7FC7418227EAEDB96FCF74BC912B37281CAE8A139C2A3728D31","AI Coding Tools and Platforms"
"VideoTranscriber_Cybersecurity Mastery_ Complete Course in a Single Video _ Cybersecurity For Beginners.txt",".txt","2165871","5239E3444180D8F98D5DF7AC2CED1E969E683465D3F63FD1688E7FFC6E5481F3","Cybersecurity"
"VideoTranscriber_Designing Addiction_ The Twisted Psychology Of Game Design.txt",".txt","17909","BE52D4563DBAE162E3E00F531E00E7D1DACB614EC75BE8BC7D62BDF219888F72","App Design and UX"
"VideoTranscriber_Essential AI prompts for developers.txt",".txt","8384","AB38AC56D4B97F442E8370E48374BC16FC75B3A2C3818870BDE62D72547C0B5B","Prompting and Workflows"
"VideoTranscriber_Every UI_UX Concept Explained in Under 10 Minutes.txt",".txt","10444","0298F944973B18B69B057C1C07C9658D847DEF506343C004896B4166F0F235F6","Additional Resources"
"VideoTranscriber_Firecrawl AI clearly explained (and how to make $$).txt",".txt","26638","A764CC2C2EB1DD7E051DF86F6429BDA5A1764BE8C8E20746DB8FAAEAFB0CC2CD","SEO and Growth Marketing"
"VideoTranscriber_Full App Building Course with Cursor (3+ Hours).txt",".txt","263205","720E6C6B03A833BAA3BF6E1A925377FC5C12F446816E41D179CB6FBDF8C6605B","App Building and Distribution"
"VideoTranscriber_Git & GitHub Crash Course for Beginners [2026].txt",".txt","81732","21490610269FE9E0D70E9F47A28157E4B334C94A512FF5B9BAA5B5F52BD15600","Developer Tools and Infrastructure"
"VideoTranscriber_Git & GitHub Tutorial _ Visualized Git Course for Beginner & Professional Developers in 2024.txt",".txt","67785","C3E75C55B5F45C8CA4BCC8879B7A6B1885EE9EEF90AD636AB5EA5066228B41F5","Developer Tools and Infrastructure"
"VideoTranscriber_How Addictive Apps Are Made.txt",".txt","11456","CBB612AC2CFBD8AE5159D846072A63D4938366A0A2FECD01EA53D3B67D44C6A2","App Design and UX"
"VideoTranscriber_How Apps Are Designed to Keep YOU ADDICTED.txt",".txt","6923","67CE43FEFAE6282EF982A43E71DF77602BC691319D5E8759D06346F33C9BE1EA","App Design and UX"
"VideoTranscriber_How I Built ANOTHER Profitable App From Scratch SOLO (full journey).txt",".txt","17529","95376246023D637BD72B0DD0E0F550C97D3571DE59BE44ED67B53C9A80ADD039","Entrepreneurship and Startups"
"VideoTranscriber_How I Design Apps 10x Better (Free Course).txt",".txt","52959","71968956F322A6C8E89ADECD5F3CC169CB641A9160C996078A85D36C4B11F0F7","App Design and UX"
"VideoTranscriber_How I Made $10 Million Using Programmatic SEO (Step-by-Step Guide).txt",".txt","23781","6A38FA2A347CE8D81BA4E7D965C9686EAEE7EE6C07E21B9E4DDB06D8C187F1BC","SEO and Growth Marketing"
"VideoTranscriber_How to Build a Product that Scales into a Company.txt",".txt","64938","65DCAF454A9BCC4CAA409561297EC52C82F6F47E544B93544B1448914C34F365","Entrepreneurship and Startups"
"VideoTranscriber_How to Get and Evaluate Startup Ideas _ Startup School.txt",".txt","32670","6AA8C7C94CAAB61A387E3CBD58CA6A57DABF36920B8274BEB8617DD7BDDC038D","Entrepreneurship and Startups"
"VideoTranscriber_How to Get and Test Startup Ideas - Michael Seibel.txt",".txt","6324","A9DA9932599E867A5F8B0E9C88D8AE21FFB6B5C234E8F72ABC2B3CD5DF131FAF","Entrepreneurship and Startups"
"VideoTranscriber_How to Make Learning as Addictive as Social Media _ Duolingo's Luis Von Ahn _ TED.txt",".txt","13233","61858C6865928D3861B792D16775EB2F6C09A503F5AD615C2349D81EC2C82C7A","App Design and UX"
"VideoTranscriber_Making $$$ with MicroSaaS (I might delete this).txt",".txt","38337","966F9D0AF88929AFAC9BCDC10BCF6427050EC2760641075298E0511209283408","Entrepreneurship and Startups"
"VideoTranscriber_Model Context Protocol (MCP), clearly explained (why it matters).txt",".txt","18000","A05F9BB8FD8647A1C3EB5610FBA29B4A1597D2AF52CDFD7B580D17202567C064","MCP"
"VideoTranscriber_My Claude Code workflow no one knows about.txt",".txt","39521","58E4B488FEBEBD39B02C90C2610DA9EE23BFA4D21270FB868F750174F79B987D","Claude Code"
"VideoTranscriber_Pieter Levels’ Genius Programmatic SEO Strategy Explained.txt",".txt","9769","0C7152BFDF65E7EA5DCFA9A45BF140119D9E836F2D443AD99BBBF0011A834444","SEO and Growth Marketing"
"VideoTranscriber_Programmatic SEO Course with AI (templates included).txt",".txt","24728","AE16E590F895B9C1B4777044150250D7AB7F421F2AE09FDE06CDBDC5E6369B8C","SEO and Growth Marketing"
"VideoTranscriber_Senior Developer Reviews My AI Built App (Brutally Honest) (1).txt",".txt","20244","31A5D7444BDB529BB1D1AF34D1B8ACCD71B399C248F0A5C8E5095EBED76B1609","App Building and Distribution"
"VideoTranscriber_Startup Secrets_ Seize Your Story.txt",".txt","75172","1A889695CD3C3AD342938C88CCD1F6E9D6191B0C8840DA23183B8C88620E5763","Entrepreneurship and Startups"
"VideoTranscriber_Stop Vibe Coding. Start Getting Customers..txt",".txt","27479","E6E3E7A384CC07618104037A2AF58F21FC2FE9E7A4E81834DDD1D9C060F84429","Entrepreneurship and Startups"
"VideoTranscriber_System Design Course – APIs, Databases, Caching, CDNs, Load Balancing & Production Infra.txt",".txt","123433","1F04A3969859491C00FB0B34C5ADA08B7D2C0582E06FF5A3FDED0FFC9D8A4872","App Design and UX"
"VideoTranscriber_The Official BMad-Method Masterclass (The Complete IDE Workflow).txt",".txt","81665","CE8F44DF4D536B25E83D11CEC54D302E7C8F5663EBAF40169B6A52FB066B3F3E","BMad Method"
"VideoTranscriber_The Secret Behind Weirdly Addictive Apps.txt",".txt","11030","C05643FE3FE670B4696A5BEF24C279781C8E1444A23CB58C40AC92F4133E1BAB","App Design and UX"
"VideoTranscriber_The single biggest reason why start-ups succeed _ Bill Gross _ TED.txt",".txt","7541","7F40449BC4E2413015A9203A561FA481EFFBDCF4D5A42F7EAC9CBE2AEA1172AD","Entrepreneurship and Startups"
"VideoTranscriber_The True Power of AI Coding - Build Your OWN Workflows (Full Guide).txt",".txt","30501","8A2B7F1B42F732787B67BCEFAE40A9264B33C7194ED69DC31996416BB5BC660A","Prompting and Workflows"
"VideoTranscriber_The Ultimate AntiGravity Masterclass (3+ HOUR FREE COURSE).txt",".txt","278185","D4493F91E84ECF75BC38D3566077346E91CE979A3EAB882AD368EE843B6EF1F7","AntiGravity"
"VideoTranscriber_The Weird Science of Apps You Can't Stop Using.txt",".txt","13805","A95571577D5524B42BE0811219BC84D2E1421C1E1A5E001D19F7A4A2847D5205","App Building and Distribution"
"VideoTranscriber_This AI Agent creates 1000+ SEO Pages in 52 min (Claude + MCP + Cursor).txt",".txt","47802","FA57B970A112F4BF88B70CE889D4D2BF0546D099104FDB36FCE3DCA719893E6C","AI Agents"
"VideoTranscriber_This App Makes $35K_Month With One Influencer.txt",".txt","25369","F8844FC6B4202EC13C226A9F52B3B6A6E8390A9BD9FBFB7C99B6ABE52B897ACC","SEO and Growth Marketing"
"VideoTranscriber_Using AI Tools (Manus, FreePik etc) to Create Viral IG Reels.txt",".txt","37488","DA92E79661518825C0595FF4D6E9B15F6F4E423A68008EAF406A2B2B4722369A","SEO and Growth Marketing"
"VideoTranscriber_Vibe Coding Has A Security Problem (And How To Fix It).txt",".txt","22390","111AD09E28B969C5B16D7572E67AE4885BB0059EB82EED051CF37C072BFB88D6","Cybersecurity"
"YouTube (ytranscript.app).txt",".txt","37896","F77DA57787F8AEC916E3C66E6E5358CADEEAEC738CA9055E42A35DF8A7A21651","App Building and Distribution"
"YouTube video 0n809nd4Zu4 (ytranscript.app).txt",".txt","54081","B01DA324E079BD747B0BFC70F4848C2C5419B1785E6452ACF4240E0DD7EAABE6","App Building and Distribution"
"YouTube video 8q1_NkDbfzE (ytranscript.app).txt",".txt","1521","C2176B0DE09477D6FC56AEC142C05137D9799DF984277010A9DFFFD038A3C76C","App Building and Distribution"
"YouTube video B8Ihv3xsWYs (ytranscript.app).txt",".txt","9222","6516A8D7BC6C6502077D402A189BC34F2CE3C3A8E3B12F30B8DD315CE3206FA6","App Building and Distribution"
"YouTube video cdLNzQEKlC8 (ytranscript.app).txt",".txt","11747","76F2E8CC984E1E4ED69B4326DD0E61C39F6936CF3C8D4C9E104BB9F21FBEEB03","App Building and Distribution"
"YouTube video f2mGqlLLqok (ytranscript.app).txt",".txt","7896","C3F79F6C22EC5C9950839FE060327549C021FFA62066B5D69747500242FA31A1","App Building and Distribution"
"YouTube video fK_bm84N7bs (ytranscript.app).txt",".txt","10381","6262527C88291BD93A3E072C5C6EF5C5DAB5961A31CEDABF7B2EC96AAF449971","App Building and Distribution"
"YouTube video GGi7Brsf7js (ytranscript.app).txt",".txt","33964","CF4690D135E25704253617ADE62379A9CB08F5BB8181167596C8A8B4016BE7B8","App Building and Distribution"
"YouTube video qvlYdw2Gj14 (ytranscript.app).txt",".txt","12191","1D782E533D116CCC9D5BC32B6D9F7500F1B0DA41E2104BEABF31F9820EB75F5A","App Building and Distribution"
"YouTube video wpGhIoGiDok (ytranscript.app).txt",".txt","6279","CDB5C44971376558330873DCC4CEAE5CBFC8BE28CBC50AFCE09AD70B170CE6EE","App Building and Distribution"
"ytwoowo.txt",".txt","49776","0A212AE067964B3913CB412373541D14064CEEB40E253134D31A62E99DBC39DF","Additional Resources"
"addintional info to add\001 - Untitled video [52ltebR4Jnw].txt",".txt","30398","0362BBDB6E1B9075EEB4AADDCD1A27B147467B1C1028B6C3F476F565D710BE71","Additional Resources"
"addintional info to add\002 - Untitled video [sL_KBnYB17I].txt",".txt","54838","723197B4C0A0B0A83DAB6D7E0229D9E85E0676ED4321E9D49169274BBBA57C1F","Additional Resources"
"addintional info to add\003 - Untitled video [4OiLljSo-hw].txt",".txt","16463","FC84BB76521571F361E53B9052B15486E89FDA3209BADEB807B61870F31CEA1B","Additional Resources"
"addintional info to add\004 - Untitled video [BpOsHF5Oj_I].txt",".txt","63755","4A6786DADF09BDACFA4F7591C84A367F28EBB015720CF864EC4B03B61BB684B5","Additional Resources"
"addintional info to add\005 - Untitled video [FU2iB-UfPPA].txt",".txt","115059","907D450A3832AECD58E8F75A6C3A5497F2D7A39C3FAFB6222A0007DDDF28CEDC","Additional Resources"
"addintional info to add\006 - Untitled video [SNAlFLV9MBE].txt",".txt","27622","4CEF73C673B79DF95F4A2E804BAEE777438DEA14C8C5CA34B9961FA3012553ED","Additional Resources"
"addintional info to add\007 - Untitled video [474wZZHoWN4].txt",".txt","31031","AEBD2734042F66992DD9A4F7FC55F52747F14F2D33B5F6DF17729EB64D8600B6","Additional Resources"
"addintional info to add\008 - Untitled video [Xdy1vkhSz-M].txt",".txt","28012","6DAFB11AB996DFF88BA2985A2B02C14CDDB51D9B428F0B2A4D997851C35F3A9C","Additional Resources"
"addintional info to add\009 - Untitled video [5XZxmkjsNos].txt",".txt","22827","FFB4AF91A0B6F1D27DBC404C4A4E93EED123EC4B8C22FBAF0F77DB234A453EFF","Additional Resources"
"addintional info to add\01 - OpenAI Codex Tutorial #1 - Introduction & Setup.txt",".txt","11211","C0F6E917E0E1DB484D4DE57F86DD0D743CD52828C9DB691EF3BE45157404EA5E","Codex"
"addintional info to add\010 - Untitled video [NrKABtmG4zs].txt",".txt","23558","BE452C8683378F414FED1FA7110AD261A9E90E6BF67B827F4682B073F478D23E","Additional Resources"
"addintional info to add\011 - Untitled video [KXIdYEdOPys].txt",".txt","118478","5493261DB8475E946CAEA51790CC3C7F1CB1E1AA001BA9929A8A1932367BE4CC","Additional Resources"
"addintional info to add\012 - Untitled video [xDARu4U8_X0].txt",".txt","37902","FC8C95093A41607C1495A1C88978A0B93D48210AD5C698DB2CD2BBD114D69627","Additional Resources"
"addintional info to add\013 - Untitled video [67Cbb3DyIxA].txt",".txt","18296","CD4F05AC4692FB42FC590E22D13C1F1E01B5C0344178C76F79DCF9B6FE023D9C","Additional Resources"
"addintional info to add\014 - Untitled video [_5xDx_lL9fQ].txt",".txt","42904","76D1D75C6BC4DD41C2A3C08C50DF45D42DE7074E79C264980D2B0C8E429C39B7","Additional Resources"
"addintional info to add\015 - Untitled video [eoEsVQJruow].txt",".txt","28845","6D7B770C906533562A2B989F2C98DD05F2D8F9F245DAAC59D4C1724BA12B6D72","Additional Resources"
"addintional info to add\016 - Untitled video [KAX0cWk1fJE].txt",".txt","14848","7C1D7F1C6D63A241A1E92C9C16FCD1775A4EA37DE988C89D3A92D0688337B88A","Additional Resources"
"addintional info to add\017 - Untitled video [ISb0nrlNoKQ].txt",".txt","20512","8146D1413DA227FEC7BB747E69F0E2F8975572045127B8620BE511BDF8883837","Additional Resources"
"addintional info to add\018 - Untitled video [Yt6imPC1FhA].txt",".txt","11937","D069B26EFB6866F5E679BA4953FDCDD3EF78740F7681C8CF40B76206C384347F","Additional Resources"
"addintional info to add\019 - Untitled video [dxlyCPGCvy8].txt",".txt","10666","D6DB51EB9E5132B384B3B20CB223712647F58E9A67A5EAB9DC91B78647739336","Entrepreneurship and Startups"
"addintional info to add\02 - OpenAI Codex Tutorial #2 - Running Cloud Tasks.txt",".txt","12704","92F85191CBF74D0C85FF2D4A29E345CFA1C8B9D4DED2206DFD68CFA1016D9A7E","Codex"
"addintional info to add\02 - What is Cyber Security Introduction to Cyber Security Cyber Security Training Ed.txt",".txt","23253","792D778BFF00EC5B73076D4A17DA1F6EC9FB10AEFC2E290604054E5AF3E03C7C","Cybersecurity"
"addintional info to add\020 - Untitled video [ryhzpLe9O_U].txt",".txt","47003","607938D4F0429960696D267B6C8B88894E6A34892D489C33CB6EA2A96E7730FC","Additional Resources"
"addintional info to add\021 - Untitled video [Ke4iqmdD5iI].txt",".txt","19651","09AC54A3ECDB5CF8C427D3CFF510AE1E01E5D181D6638D1C588CE96A80C6E72B","Additional Resources"
"addintional info to add\022 - Untitled video [Px_yUq5Nos0].txt",".txt","44662","2714D836F02E1A4967B57E7D67C4110B8A00E187224666EAA554A24D842447EB","Additional Resources"
"addintional info to add\023 - Untitled video [vfc0UfOnBWY].txt",".txt","17024","A7231A005CE06D3297098D074FA2094517895593C1520E978EA7F600BF29B364","Additional Resources"
"addintional info to add\024 - Untitled video [hLsP4gULKWs].txt",".txt","24994","29AD9C50795AD75F5FC212532B6321BABF7FAB15FDF45127A05FDA74744A2A7E","Additional Resources"
"addintional info to add\025 - Untitled video [YKqU394Ye9Y].txt",".txt","33533","1D9461B7D2DB4C0BF540344DC84C6500298846739829F5E75A438499DCF72ACA","Additional Resources"
"addintional info to add\026 - Untitled video [E3IL7N0E5-k].txt",".txt","20851","27E23932429A9F0DC35C07DC8DEED9611E5D1B91AAF21E60569297A1ECB592F9","Additional Resources"
"addintional info to add\027 - Untitled video [D5nTL66HVUU].txt",".txt","20024","50C7D9133F09553ACBD53D6D3E2F02EA0D267A80482A0CA349D9E8198678A4B1","Additional Resources"
"addintional info to add\028 - Untitled video [OdtGN27LchE].txt",".txt","27682","65496201B7722CAD2A20D2D2FBD3439D276E26B0EC5CC7C1D0E04E3F9B92C5CB","Additional Resources"
"addintional info to add\029 - Untitled video [RHeFGH6K4mc].txt",".txt","20048","9B00578E4339BA1D1ABA39C889AC4C0F132CD54E3A01D3D0A5BD3B7CF4C3624E","Additional Resources"
"addintional info to add\03 - CyberSecurity Certifications CyberSecurity Career CyberSecurity Certification Tr.txt",".txt","19055","633CBD91D512558737A5DCEB00729B26990357317923679945B7655A6FD303CF","Cybersecurity"
"addintional info to add\03 - OpenAI Codex Tutorial #3 - Code Code Review.txt",".txt","8123","C85321A86DCA1842C9F118908BC510FC07E64F7B2B5C8805D41D94E63C21DEED","Codex"
"addintional info to add\030 - Untitled video [MnCwXJnMgdk].txt",".txt","61985","AD7FCC8654A3940B27ABD6AFB84C5E8C89664633984DCA2EDF261F12E36B4466","Additional Resources"
"addintional info to add\031 - Untitled video [J4yASL-0erU].txt",".txt","27150","9A482353CA0AA74E0A51B8CE699E387D24FFD136BE9AE5046270B9B290EDE3D0","Additional Resources"
"addintional info to add\032 - Untitled video [KBEpfigHyds].txt",".txt","39245","E3EB11EE3D3D2AAAD9611E1D9DB4D28562FEFF58BC98A9D50F37D52E08D2D468","Additional Resources"
"addintional info to add\033 - Untitled video [hl9oRrKhvzs].txt",".txt","9336","9F52C568B4CE62B22D7E8BD5BB962BF69B3826A291143893A4330D2819BA5277","Additional Resources"
"addintional info to add\034 - Untitled video [dzFUOQUSiEI].txt",".txt","27452","DC4EC2FACF3674FD0E37D28FDA86BB474A84CBF473DA5C83D6C8C6F5DC9C9089","Additional Resources"
"addintional info to add\035 - Untitled video [KOLcaJ0Hpmw].txt",".txt","29382","E45530BC4DBBB84180C8DD097F440E7E871E87209633098211ED4DB72D776013","Additional Resources"
"addintional info to add\036 - Untitled video [D77Vmfcq08k].txt",".txt","58647","DE3E963993E09C849727B0B8BD0FF26BBB202671B4498B143DAD6954FD0FD906","Additional Resources"
"addintional info to add\037 - Untitled video [Pq_gP9GEDeo].txt",".txt","26453","5BCC10D0673F94AD37003C7B551B621CC2F3E1B99D1795EC2F367CF098635DC3","Additional Resources"
"addintional info to add\038 - Untitled video [mCTMP1XgE5c].txt",".txt","100258","062B4ABC9C0D152EE9D09E1F6849F3A428F491989E20146C906ECFEE22081B57","Additional Resources"
"addintional info to add\039 - Untitled video [2aldTxnbNt0].txt",".txt","190098","674B246199C85F99A7E496EAA001588BC1177B97122A76045FE6FF436557F7EB","Additional Resources"
"addintional info to add\04 - Cybersecurity Frameworks NIST Cybersecurity Framework Cybersecurity Certificatio.txt",".txt","22686","F0006FBAE9440220441F2F4937573B345C3E099E58F18F74B85184F306C2E08C","Cybersecurity"
"addintional info to add\04 - OpenAI Codex Tutorial #4 - Using the Codex CLI.txt",".txt","13296","09A5808B26A8F338BF413491A22D2E14C28D73B2BF11A689EAF390781C85FF3B","Codex"
"addintional info to add\040 - Untitled video [SD5E3xdEXuQ].txt",".txt","46026","FEC0BF3293B1248EA94E5858D378F6427018A88EEBED4238C0BB4B36D80C7028","Additional Resources"
"addintional info to add\041 - Untitled video [0iWAugxM2ok].txt",".txt","13967","8C11B60BBE05A3A7B79B9BA5D7675A3DC34409E6801806BF58196FDF44183D49","Additional Resources"
"addintional info to add\042 - Untitled video [JaUv32REOr8].txt",".txt","21126","61CD0EE3B6A6310D4865167497F130E41680839487C248B9FBB701210BC05A4E","Additional Resources"
"addintional info to add\043 - Untitled video [P5hJnYfA_EE].txt",".txt","29716","4131DFFE559D6F56319E9928D5832DB1BBC22B282BDA72A0EC98E3786C79ADBD","Additional Resources"
"addintional info to add\044 - Untitled video [RLBIYzeb-zo].txt",".txt","69664","C94C823EB3BD5301BB2282572C8C31AA3AFFB5F58A4267B666008D2C40791AC5","Additional Resources"
"addintional info to add\045 - Untitled video [g328fQNFQYA].txt",".txt","36929","485E3CC5280E0D2E1CC0B08625511EE04EB9BF8B0325C5788B2BBB2FA9E4E587","Additional Resources"
"addintional info to add\046 - Untitled video [cLhjaHR2YRc].txt",".txt","45037","19E885E704C0ECE73B29800331C282B0666CB0F00A32F0F9B07BACBA84CFD792","Additional Resources"
"addintional info to add\047 - Untitled video [6VDpkO9RWqs].txt",".txt","36450","1E4E25971F1B5F955B5A53D4DFDA2DE9F794AEAFAEE56EC3EA9FF3FE4C41A35B","Additional Resources"
"addintional info to add\048 - Untitled video [Ccf5yhlT2UU].txt",".txt","14945","D96D3C35B75599DFAC93C80D1A5B80D9764A6B9A902ECF6673CF4A226018BE2D","Additional Resources"
"addintional info to add\049 - Untitled video [SK2AcXTyEMs].txt",".txt","62360","A7B429FC19F54F39CF06729050808129033541771268CBE8185E8724DC14E0D7","Additional Resources"
"addintional info to add\05 - OpenAI Codex Tutorial #5 - CLI Commands & Resuming Sessions.txt",".txt","8529","D56FF9FD13336259D5F8256E2088D9C058289B079F23659732F8447523B57845","Codex"
"addintional info to add\050 - Untitled video [LFVIcpck8KI].txt",".txt","36101","79AED723CF78C8080A6E5353EEAF15D22F7BC9E9B7FD9658622A8738F1C78CBD","Additional Resources"
"addintional info to add\051 - Untitled video [Vy4pVvgJxIE].txt",".txt","15088","EFAD5E6A268B8B8DDA94821EC4EE7A4784E2534DF503AE4EC957C830B04FF573","Additional Resources"
"addintional info to add\052 - Untitled video [aEdRB2yVK-I].txt",".txt","68894","6BB96D65B07441E66436616B96937CABD58354A31EB7E4133AACC55FE92FA0E6","Additional Resources"
"addintional info to add\053 - Untitled video [Mkkq9Ays4lo].txt",".txt","36848","D004F3E9EBD007F40C45D7A403FA4AB3478F86BCAF2B87777E4CBA88E63EAE6F","Additional Resources"
"addintional info to add\054 - Untitled video [2FJlhoDYNPE].txt",".txt","94637","D08C1A0E9AB42EBE7CC1E1A322387FD8D58DEC03C13B870749DD0F28556FD101","Additional Resources"
"addintional info to add\055 - Untitled video [SjDvHYZGFaQ].txt",".txt","35190","1DB07360D0E4796241ADCAAC235353ADEA6ED0F865536FDC9C37C83D27B5CC0D","Additional Resources"
"addintional info to add\056 - Untitled video [3V6fppDLVXs].txt",".txt","18859","6E1CC6201170D60987A8FB479DFD506578CE5E047D5B68059BD80EB41EB4E754","Additional Resources"
"addintional info to add\057 - Untitled video [522lUI2GVJA].txt",".txt","50940","C7EC6C7BC20B4CABEB7503EF431648C67E8BA67527FF0DB2783BFBFCEF053E48","Additional Resources"
"addintional info to add\058 - Untitled video [NnYLzGMk8Tg].txt",".txt","62138","392436E52178E8D2BF35FAE5FE2D92F9658AEA415F9860C82FFD27E1A579044F","Additional Resources"
"addintional info to add\059 - Untitled video [s50dOsodoVQ].txt",".txt","31027","54B4D9DA07A0E3F0C27B3AE11363DE752CC23ACD85AA90AD9CC616CF44ECE1FA","Additional Resources"
"addintional info to add\06 - Cybersecurity Tools Popular Tools for Cybersecurity Threats Cybersecurity Traini.txt",".txt","19272","D21B86298B405AC2E1F34B3AE6CCF2F18E45B2FC9587DD52943596D1FA6E4A75","Cybersecurity"
"addintional info to add\06 - OpenAI Codex Tutorial #6 - Using the AGENTS.md file.txt",".txt","5871","10EF6B2FE64C8A73F3CB2D3BFD4BB58F8A423ADAC77102A6FCAC64E16645B846","AI Agents"
"addintional info to add\060 - Untitled video [SKBDC3QugZw].txt",".txt","34676","146246224BA06008BF100054799F3B44A962D8D703C0F817FB84B2803AA836CE","Additional Resources"
"addintional info to add\061 - Untitled video [9i3ic1sVhlI].txt",".txt","35891","D0CC2B663B74DD5123B85C0AAF2C914FEACBEADCA43A69D360D6B56A876935D3","Additional Resources"
"addintional info to add\062 - Untitled video [enKJWk3MTnM].txt",".txt","25764","991E1E8E99033C7F3B651E23C5E611D373EE29418E3423BE33CA5001BF465D56","Additional Resources"
"addintional info to add\063 - Untitled video [dk97zcYaq_o].txt",".txt","44793","78E4D7F1C12677526F3A000EBD5B43B19E1E3ABEEBE375D3E321FD208126F5D8","Additional Resources"
"addintional info to add\064 - Untitled video [DBchIUAAcNM].txt",".txt","25865","FC38B376A69A68084B7F0379E5AF55B10732A65BBBCC6888311B3EDDCC80CE4A","Additional Resources"
"addintional info to add\065 - Untitled video [0k4Eq2VMNFM].txt",".txt","30684","370BBAF0EA18810186E329FD4B3B217286D98A008BA24A33456E2F25F6466A14","Additional Resources"
"addintional info to add\066 - Untitled video [p-KM4P-6Hmg].txt",".txt","53949","9B97AF2C325137F695878559D2AD94EF15063739FD0477EFB6860B7C07CAB74C","Additional Resources"
"addintional info to add\067 - Untitled video [Mpe-uZxPuu8].txt",".txt","24755","48A76152DB43B4749BB761CB92A288DF499D0AFE0E85FC2B9B09BB0A7FD510ED","Additional Resources"
